ID,review,label
2166,lekin oski jaga ek tamana la hisail c ne bht achey se le li hy,Positive
2167, Pervez Musharraf  kay sath aik khufia mohaiday kay baad Nawaz Sharif Saudi Arab chlay gaye,Negative
2168," Miss Haseena Wajid ne na sirf tamam opposition jamaton ko dara dhamka kar unhe qaid o band mien rakh kar, unhe election ke amal se bahar rakh kar past ke parliamentary intekhabat mien kamiyabi hasil kar li hai",Negative
2169,Mje wapis nhi Ana plz Karam ki nigah daal den ke ma kher kheriyat see yahen settle hojaon aur achi rozi kamaon,Positive
2170,masha allah ache cheez hai,Positive
2171,Zaberdast  Read more  Hide,Positive
2172,:) thank you kehdena,Negative
2173,Bilkul theak likha ha je. Allah pak sb ko amal karna ke tufek da,Positive
2174,"Aap ke majmooa hae kalam mein �EEE€�EEE Tanha Tanha, Dard-e-Aashob, Shab-e-Khoon, Nayaft, Mere Khuwab Reza Reza, Be Awaz Gali Kochon mein, Shehar mein Aaiyna, Pas Andaz Mausam, Sab Awazen Meri Hain, Khuwab-e-gul Pareshaan hai",Positive
2175,Tu hogi bachi,Negative
2176,bht acha item hai or acha brand hai,Positive
2177, Is arsey ke dauran inhe sagar sarhadi jaise maroof directors mien banae jane wale dramas mien mukhtalif kirdaron ki adaeygi ka mauqa mila,Positive
2178,Iqra Ap ki wjaa se is drame main jaan aii hai,Positive
2179,ALLAH Ki Shaan Ye Hai K Jab Wo Kisi Cheez Ka Irada Karta Hai Tau Kehta Hai Ho Ja Tau Wo Hojati Hai ,Positive
2180,Jo 40 years sy phlay ic dounia sy chla jai wo jannat main jai ga.,Positive
2181,mustaqbil ke hawaly se unho ne kaha ke AKSHY aur SUNJAY DUTT jaisy superstars ke saath ASMAAN ker rahi hun jis mein mera kirdar kafi powerful hai,Positive
2182,Hazrat g dua ki iltija hy,Positive
2183, Duniya bhar kay akhbarat nay Imran Khan ki  Pervez Musharraf kay khilaf jad-o-jehad ko saraha 18 November ko Imran Khan ney Dera Ghazi khan jail mein bhok hartal shuro kiya 22 Nov ko inhein acahanak reha kardiya gaya ,Positive
2184,Toh phir Karachi se mangwaenge qk Lahore meto yehi milenge khote,Negative
2185,Ppp ne khud ko ameer banane ke elawa kya kaam karliyaa,Negative
2186,Mery Hajjj k liye dua frma dain Murshid Pak,Positive
2187, magar problem ye hai Kay internet pay milte he NAHI,Negative
2188,"In jaraid mein anjuman ke maqasid ki tashher ke elawa mayari elmi aur adbi mazamin, shura ka mayari kalam aur elaqai zabanon ke mazamin aur afsanon ke tarajum bhi shaya kiye jate hain",Positive
2189,ye aunty k dialogues yad karlo. Kam aayein ge. Sarak banayi aur the following ,Negative
2190,China Nay Zalzala Mutasireen Ki Imdaad Kay Liye Aik Lakh Amriki Dollar Pakistan Kay Hawalay Kar Diye ,Positive
2191,Tu taraqi kare ga choty bhai ,Positive
2192,Silver Jubli Gate Pr Aaj Se Charjid Parking Charge Lena Shuro Byke 10 Car 30 Se 50 Ki Wasuli Jari,Negative
2193,Main to kisi ko support ni krti ,Negative
2194,"Yadasht kamzor ho gait hi, aur asabi aur dimaghi tor par bhi mazor ho gaye aur phir 24 March 1993 ko un ka sur shanas zehan behar e sakot ke surron mein dob gaya",Negative
2195,O batany k liye thank u but daramy ki bat ho rahi h samjhy or han hansi nahi ae ap ki bakwas bato p next time bolny se phly dekh lo k.kis p bat ho rahi h phir nolna Sarmad Ahmed,Negative
2196,Es k next episode mai kon mar jaeGa,Negative
2197,1990 ki dehai mien Farooq Sheikh ne bohat kam films mien acting ki,Negative
2198,Mene abi 6 episode dykhi hn kamal hai superbbb,Positive
2199,Jo cheez kaheen nahi bik sacty osay daraz per baicho .cheepest qulity kids size waist of time and mony on any product in daraz,Negative
2200,Mahsoom bacho kalia dua Allah sab bacho ki hifazat kary ameen,Positive
2201,Hazarat G duaon mein yad rakhiye ga,Positive
2202,Mashallha salamat rhe aap,Positive
2203, App ke maddahon mein app ko Bacha Khan aur Sarhadi Gandhi ke tour par pukara jata hai,Positive
2204,Bht awla bilkul sai kha is aunty ny ,Positive
2205,ALLAH ap ko lAmbi uamr da,Positive
2206,Wazir e Ala Punjab Ne Siyahati Bus Service Ka Iftitah Kr Diya Shehbaz Sharif Ne Udhar Ki Raqam Se Ticket Kharid Kr Bus Me Safar Kiya,Positive
2207,Karo Karo band kro ye bagairti,Negative
2208,Ao a ap sub ko bhot Eid mubraak,Positive
2209,Gamdi Kuta Yahoodi Harami Jaali Masjid E Zaraar Ka Suar Quran O Hadees Ko Badalnai Waala Harami Thook Do Essko ,Negative
2210, Rajesh Khanna apne urooj ke dino mien jab bahar nikalte the to Traffic ruk jata tha,Negative
2211,all a bhai g alla,Positive
2212,Lahnat tery poray khandan par Haram k Harami,Negative
2213,Great video. Great message.,Positive
2214,Mother Teresa ne musalsal kaam jari rakhalekin 1990 mie girti sehat ne un ki karkardagi ko mutasir karna shuru kar diya.,Negative
2215, To lihaza imran khan ko chahiya k ek press conferrence kary our us ma sari parties k samnay ek demand rakhy k pti saaf shafaf election chah thy ha lehaza saaf shafaf election k lya zaruri ha k 2013 k election ki tahqiqat ki jahy our jin logo nay b 2013 k election ma dhandli ki thy sub ko punishment di jahy our us k bad election ki tarf jaya jahy ...is purpuse k lya,Positive
2216,Vote k leaye ye loog kisy b had tak girr saktay hai,Negative
2217,Oh no! Bhul gaye hum..Ye bhi use kr leni chahye thi..,Positive
2218,I Love you Lahore Qalandrs,Positive
2219,Jin Se Dust Ulti Ka Khatra He Pani Ubhal Kr Piyen ,Positive
2220,Flavour sent nahi kiye jhot bolny lagae hain yeah loug... Just ce5 bhj dya,Negative
2221,Allah k liey Nawaz sharif jaisy chor luteron ko apna leader mt bnao warna ye Pak mulk din badin dobta chla jaye ga. .,Negative
2222,qudrat ne unhein number wan khelari banne ki mohlet nahein di,Negative
2223,Hum teri ankhain kitni sonee hainn,Positive
2224,Allah pak sy dua karen k hamen b Allah pak tofeeq dy es anmol khazany parhany ki,Positive
2225,Eli Ap ko b Ramadan Mubarak,Positive
2226,Acha e bht hai...frustration bhaag jati hai yeh dekh k...,Positive
2227,"aye,maza ajata ha jab tu aesi harkatein krta ha .",Positive
2228, Bad azaa inho ne jail se rihaai ke bad M kiya aur is ke bad sahafat ka pesha ikhteyar kar ke “ Star of India ” ke adarti amley mein shamil ho gaey,Positive
2229,Chor kahin k. 😑,Negative
2230,Ek din esa bhi ayega k.. Hum jamu Kashmir ki wadion mai cricket khlengy...,Positive
2231,Agar pao m dard hu to ?,Negative
2232,Imran Khan Niazi: Pakistan  kay azeem tareen cricketer meim shamil tarekh kay azeem tareen all rounder mein say aik mashour samaji karkun aur mojoudah siasatdan ka pura naam Imran Ahmed Khan  Niazi hai,Positive
2233,"Amna Khan , jis case ki bt ap kr rahi hain woh buhat purana hai ure in logo ny govt. sy mil kr is case k daba dia hai. pesy lay kr, dekhawy is etjaj kr dety hain yai UP-Gradation KPK MAIN kb ki ho chuki hai.",Negative
2234,Kahsh namazi bih etnay kubsurat hu jahay.,Positive
2235,Dhobi ki chutti...... Thanks Dawlance,Positive
2236,Rahai mili to chand mah bad 2 mah key leyae Karachi jail mein band ker dea gaya.,Negative
2237,"Mushkil yeh aa parhi ke Russia ke aaeyn kisi shakhs ko musalsal 3 martaba president ke auhde par faiz hone ki ijazat nahi deta, beharhaal ghanimat hai ke president Vladimir Putin ne kisi mawrae aaeyn iqdaam ke bajae 2012 mein sadarti intekhab larhne aur darmiyani arsaa prime minister ke taur par guzaarne ka andiya diya hai. ",Negative
2238,Kabi Multan ko b shrf bakshain  bhai. ,Positive
2239," App Shaheed huye to app ki jaib se 100 ruppey aik maney order aur do khoon alood khatoot baramad huye Sawar Muhamed Hussain ke walid ne jab unki Shahadat ki khabar suni to pehla sawal yahi kiya ke “mere betey ne maidan jang mein buzdili to nahein dekhai?Sawar Muhammed Hussain Shaheed ka aik emaan bahot mashhoor hai aik dafa aik dost ne ke Sawar Muhammed Hussain Shaheed  walid ke pas 200 rupay batour amanat rakhwa Afroz waqaey issi dauran app ke walid ko bhi rupon ki ashad zaroorat par gaye unhon ne Sawar Muhammed Hussain se ziker kiya to app ne kaha ""Agarchay merey pas zati taur par apnay 50 rupay maujood haien lakin woh kisi ki amanat haien albatta mere pas zati taur par apnay 50 rupay maujood haien app un se kam chala leien mein un 200 rupon mein se aik rupya bhi na doon ga keon ke iss tara amanat mein khayanat hogi aur jab khuda ke hazoor mujhey jawab da hona parey ga to mein wahan kya jawab doon ga?",Positive
2240,Tareen sb Na171 aur pp 247 mein pti k nominated candidates azaad candidates ko support kar rahy hain Jo k end of the day party ko hi nuqsan hoga!!,Negative
2241,doran e jang aik esa marhala aya ke Muhammad Mahfuz Shaheed ki machine gun dushman ke aik gole ki zarb se tabah ho gai,Negative
2242,Bas yahi kami baqi this bera gharaq karne k baad.khaqan lanat ho Teri manhoos shakal pe.,Negative
2243,behtreen,Positive
2244, Inhe aik mauqa milna chahiye ke wo khud is baat ka faisla kar saken ke kya behtar hai aur kya nahi.,Positive
2245,Hahahah seriously...kahi b na nazar aya TC ma ,Negative
2246,Par main ne shadi karwa Di .. ye he bhot Ha .. warna tum abi tak kunwari he rehti.. shukriya bolo mujyb,Positive
2247,Allah mery peer u murshid ko sahet o tundrusti ata farmayee or ta deer in ka syaya or khidmat deen k liyee salamat rakhy ameen,Positive
2248,Rawait ke motabiq jang par janey se pehley app ke walid ne app ko safaid kapron ka aik jora diya Sawar Muhammed Hussain aksar waqa e karbala dohraya kerte they aur Hazrat Imam Hussain ki jurrat o shujat mandi par jhoom jhoom jaya kertey they,Positive
2249,Question: Apni karkardagi ko behtar banane ke leye rozana kitne ghante practice karti hain?,Positive
2250,Is tarah wo aaj tak sab ke Lala he hain,Positive
2251,Ye Kesi Azadi Hy Ki Doar Aaj B Ksi Or K Hath Main Hy ,Negative
2252,Railway Track Par Bomb Nasab Karte Hue Dhamaka 3 Dehshat Gard Halak,Positive
2253,Jana do yaar had ha okara ko dubai bol raha ho,Negative
2254,Lala great man,Positive
2255,10 muharram aashora ke rozy ke sath 9 ya 11 ka bi roza raka jae taky yahod ke sath mushabihat na ho ,Negative
2256,Anmol khazana kaha say milay ga plz,Positive
2257,abhi jab main Russia mein hone wale World Universities muqablon mein sharik thi to wahanmuqablon ka behtareen mayar dekh kar bari khush gawar heraat hoi,Positive
2258,", wase larko b makeup krte ab to",Negative
2259,Haha airlink log pgl nhn ke is price me purchase karen,Negative
2260,Yehi wajah hai ke film “anar kali” mein Anwar Kamal Pasha ki jald bazi ki wajah se Master Inayat Hussain ne teen nagme compose karne ke bad Anwar Kamal Pasha ko jawab de deya kyun ke wo kaam jaldi chahate the aur Master Inayat Hussain apni tabyat ke mutabiq kaam karna chahate the,Positive
2261, Sindh kay bay zameen hariyon mein zameen taqseem ki gaien,Positive
2262,Tareen blackmailing mein kam ni hai kisan dushmani bhi km ni,Negative
2263,Dastar-khuwan per baithnay aur boti moun main dalnay ki dair thi k light chali gai.,Negative
2264,To Tum Time Nikal K Marja Fizool Larki ,Negative
2265,Sir aj ki plz meri family or meray abu or ami ki zindagi ki lambi umer k lye dua zaror krna sadia,Positive
2266,"Waheed Murad kam mangney key leyeh apnay puraney doston key pas to nahein gaey lakin issi dauran unka purana Pathan driver aur ghareloo mulazim Badar Monir Pashto filmon ka maroof star ban chukka tha balkey apni filmein bhi prodece ker raha tha namak halal molazim nay puraney malik se wafadari ka mozahra ker tey huey usey apni Pashto film, Pakhtun pa wilayat Kamba’ mein kam deya jo Waheed Murad ne qabool ker leya",Positive
2267,Ya Allah mere murshad ko zindagi aakhirat ki barkate naseeb farma,Positive
2268,Sirf Aik Shakhs K Liye Operation Ko Mutanaza Banaya Ja Raha Hai Karachi Me Khof Ki Fiza Qaim Nahi Honay Denge Ch Nisar,Negative
2269,Hahahhahah😂,Positive
2270,hahaha barri hi khabees ho..,Negative
2271,SERIOUSLY. BOHAT MASLAA HOJAEGAA!,Negative
2272,Bilkul sae h shirts no issue,Positive
2273, Shahbaz sharif ko party ki qayadat sounphney ka faisla say pata chalta hai muslim leage ko Sharif naam ki kashish par kitna yaqeen tha kay is be basi kay alam mein bhi inhein apni qayadat kay liye koi aur naam mouzo malom na huwa,Negative
2274,Qurban jao,Positive
2275,ye live level ha,Positive
2276,sareaam walo koi sham ki news nazar kamzoor hogae hay ya such bolnay ki taqet nai rehi .,Negative
2277,Altaf Hussain aur un kay sathiyon par qatal aur dosray jaraim kay hawalay say moqadmat qaim keye gaye,Negative
2278,Iqrar sab lanat he aap jese khao media pe Jo apne raiting k liye to show krte ho lekin sham k mazlom bacho k liye ni kr skte,Negative
2279,"Waste of money. F7 accha mobile hai par paise zyada hain, in paison mein accha flagship phone mil sakta hai....",Negative
2280,Mafi Mujhe Nh Nawaz Sharif Ko Mangni Chahea ,Negative
2281,Es cream ko laga kr mera clr pehle sy zyda kala hogayaa bkwss,Negative
2282,Mera bhi Salam Qabool fermaeay Haqeem Mohammad TARIQ JAMEEL SAHAB YA TARIQ BHAI BOLOUN.,Positive
2283,Jesy hansyi ho phasaye ga kon. Pakory k naak wali,Negative
2284,Bakwas Tareen Trouser Hai Yahan Koi Aur Colors Aur Asal Main Koi Aur Kapra Bi Bohat Harab Hai Paisay Zaya Karnay Wali Baat Hai,Negative
2285,very good wellcome,Positive
2286,Aap log jehangir tareen ko ATM boltay thay .... Hun Aram ay?,Negative
2287,buht acha design hy or sound b piyara hy,Positive
2288,Allah in zalmow say Pakistan ko mahfooz rakh,Positive
2289,Police commissioner hu k ghalat bat ni manti,Negative
2290,Thndii jukty na lga tiddy 😛😛😛😛😂😂😂,Negative
2291,acha laga istemal mei,Positive
2292,"Iss sandal ki quality bohat low hai , iska material itna halka hai k pair k neechay agr koi chota sa pathar b ajata hai tw wo chubhta haii.. walk krne mein b comfortable nahi hai. bs sahi hai koi bohat khas nahi hai durable b nahi lagti",Negative
2293,K Electric Ka Eid Ul Fitar Per Load Shedding Na Karne Ka Elaan ,Positive
2294,Mulzim Tahir Minhas ,Negative
2295,Is ke bad Spielberg ne pehli jang e azeem par banne wali film 1941 ki direction ki,Positive
2296,"Great work, amazingly done and great message :)
Good luck to team  :) spread the love and peace...
Pakistan Zindabaad :)",Positive
2297,Oh bhn deni deyo kuto lga do 12 episode,Negative
2298,Bank Intazamia Ne Pensioners ko Aaj Pension Deny se Inkar Kr Dia ,Negative
2299,Basa Hy Kon Tairy Dil Mein Gull E Badan Ay DARD ,Positive
2300,Mera sath bhut Bura hua h,Negative
2301,Un ki tehrir parh kar yun mehsos hota hai ka is ke alfaz moye qalam se nahi balke dil se nikle hon,Positive
2302,1968 mein Rajiv Gandhi se shadi ke bad inho ne bharat mein rehaiysh ikhteyar kar li.,Positive
2303,Buhat hi cheap material ka bnna hua kurta hai ! Hate the stuff,Negative
2304,Bijli Pani Hospitals K Baad Ab Ambulances Ki Bhi Qillat Jinnah Hosp Se Ambulance Le Janay Ka Rate Rs 1000 ,Negative
2305,Dheet hun me bht 😂 koi faida nae 😂,Negative
2306,Maloomat Tak Rasaai Se Rokna Buniyadi Huqooq Ki Khilafwarzi Hai,Negative
2307,Isi petrol ko is admi py chirak k aag lgaa di jaye ,Negative
2308,main ap ko btaney ke liye bound nahi honNon of your business jo bhi ho ap ko kya hai laikin allah ka shukar hai ap nahi hoon,Negative
2309,Un parh jahil supporter!!Isey corruption ki ABC tak maloom na hogii!,Negative
2310,Tum ko tu itna pata nae ky gardan ka masa quran hadees may hy e nae tum log gardan ka mash lamz samj ty ho? Or koe mary like.....,Negative
2311,Bht hi axhy speaker hain bass bi zbrdast h volume tu bht zyada hai ap zror lajiya ga ya,Positive
2312,aur Pakistani tareekh per app nay itnay gehray asrat morattab keyeh kay inka ahatah karna kai jildon ka matqazi hay.,Positive
2313,Ala,Positive
2314,"Afridi Bahi, inshallah, Wo din dor Nahi.kashmir Azad Hoga.",Positive
2315,gharq karo katputle sadar ko,Negative
2316,Razia Sheer Khan: Agar aap majmoi kheelon ki baat kar rahe hain to mardon ko ziyadah saholaten aur ahamiyat hasil hai,Negative
2317,Ab beshak Lahore saray jeet Jaye tab bhi qualify nai kar sakti kioon k aj Karachi jeet gya,Positive
2318,Haram rizq our jhote bholney sy insan zalil hotha hay,Negative
2319,Dushman Bi Thy Aur Pusht Par Dost bi ,Negative
2320,A.o.a hazrat sb ap ko or ap ki pori team ko eid mubarik Allah pak ap per rehmat ka saya hamesha rakhyn ameeen duaon main yad rakhy ga,Positive
2321,Lekin peechay k bachoday tamashai dekhe ,Negative
2322,Ajeeb hi aurat hai wese ,Negative
2323,jahan ki b baby donkey cute kitna hai,Positive
2324,Anti ap v tutti hoi a... :-D,Negative
2325,Miss shah:-)aap k saath maasi kon hai,Negative
2326,uzma bandri tu nay jis sence may kaha mjy smjh lag gai.. bandrii,Negative
2327,Sir !! Resquest hai ap sy ..Ap ki awaz my naat sunna chahati hon .. ap ki pasnd ki .. plz can u !??,Positive
2328,Allah hadayat dey hamey aur hamerey leader sabihan ko be,Positive
2329,Es ma happy ka kiya han June ke waja sa jan na nekal pare kahi,Negative
2330,2011 mein in NGO ko aik trust ki shakal de di gai jo ghareb bachon ko taleem aur sehat ki saholatein farham karti hai,Positive
2331,Ik akhri mouqa insan ko sahe raaasra dikhane k,Positive
2332,Main sab se ziada ,Positive
2333,3 Afrad K Qatal K Khilaf Kashmirion Ka Ehtijaj,Negative
2334,13 March 1967 ko Janab Altaf Hussain ke Walid Mohtaram Nazeer Hussain  ka Inteqal huwa aur walida mohtarma ka intaqal 5 December 1985 ko  huwa,Negative
2335,like kr dia hy aur kaisy awaz uthain .... ye post like share kr j awaz uthany k tareky k ilawa b koi awaz uthany ka tareka ijad kr lain .....,Negative
2336,4 saal tak cricket se door rehne ke bad January 2011 mein inho ne khair khuwahon ke mana karne ke bawajood apne aap ko IPL mein auction ke liye pesh kiya to boli ki raqam sirf 4 laakh dollar hone ke bawajood kisi ne inhe na kharida,Negative
2337,HahahahaAby sare k sare mental patients lag rhy hen !!,Negative
2338,He entered in Guinness book of World record for the singer of most recorded albums,Positive
2339," Is tarah inho ne sabit kiya ke won a sirf match winner player hain, ",Positive
2340,Saddaf Ahsan ap uss ki midwife thi jo ap ko pata ha ,Negative
2341,15 saal ki umar se Mashq-e-Sukhan shuru ki,Positive
2342,Bhosri ky tum sirf baten chood sakty ho,Negative
2343,Lul reporter bolna ata ni mike pakar k khary ho jaty hn .. lanat h .. roads bnai h Wo to waterfall ban gye ..,Negative
2344,Mujhay aqtaydar milay na milay unhain jana hoga unhon nay Benazir hukumat kay khatmah kay leyeh tahryk najat ka alan keyah 4 November 1994 ko parlimant kay mushtarkah ijlas mein apozishan ki janib say zabardast ahtayjaj hua aur sadar kay khaytab ka mokammal tour par batkat keya geya,Negative
